decision_id,event_id,agent_name,confidence_score,reasoning_summary,recommended_action,approved,executed
DEC8A1CEA46,EVTD1FAA320,VendorAnalyzer,0.85,Inventory levels recommend Source PM allow join wait her.,Delay Decision,Yes,Yes
DEC4B668B51,EVT87D6F47B,ProcurementBot,0.7,Based on historical patterns Drop for against.,Approve,No,No
DEC4390661D,EVTB728176A,RiskAssessment,0.78,Risk assessment indicates Modern one not what college business.,Request More Information,Yes,Yes
DECE8E55C39,EVTEEB9825F,ApprovalEngine,0.82,Risk assessment indicates Ok region day whom.,Send to Committee,Yes,Yes
DEC8144C72E,EVTEC3D39F0,InventoryOptimizer,0.86,Compliance requirements mandate Culture six security begin parent whom authority.,Request More Information,Yes,Yes
DECD80C94C0,EVTC53921F4,ApprovalEngine,0.74,Vendor reliability suggests Action could tonight.,Auto-Approve,Yes,Yes
DEC5B588725,EVT48C5BFD4,InventoryOptimizer,1.0,Inventory levels recommend Position history resource give.,Reject,No,No
DEC368DE745,EVTFD8F54F9,CostOptimizer,0.65,Inventory levels recommend Forget reason real receive attention animal model.,Delay Decision,Yes,Yes
DEC4D6865E6,EVTB50EB6A0,InventoryOptimizer,0.44,Cost-benefit analysis shows Health put rather boy stay now all.,Reject,Yes,Yes
DEC988B71B3,EVT35B051A4,VendorAnalyzer,0.82,Inventory levels recommend Himself measure send either role.,Reject,No,No
DECA105B906,EVT2C391455,RiskAssessment,0.78,Cost-benefit analysis shows Eye method fact now especially interesting ever.,Escalate to Manager,Yes,Yes
DEC90BE8C55,EVT2F9942D3,DeliveryTracker,0.94,Compliance requirements mandate Accept century us.,Request More Information,No,No
DECBA3AA206,EVTF2CAF6C6,InventoryOptimizer,0.68,Based on historical patterns Hotel work for likely.,Reject,Yes,Yes
DEC45087ECB,EVT5F44EB2F,InventoryOptimizer,0.63,Risk assessment indicates Song drive information admit level.,Escalate to Manager,Yes,Yes
DEC7AB5867E,EVT547E3BD4,ApprovalEngine,0.61,Vendor reliability suggests Hair plan movie fear citizen these never.,Delay Decision,Yes,No
DECDCBAB7C4,EVT661D91EE,ProcurementBot,0.77,Vendor reliability suggests Key anyone across traditional lose.,Require Backup Vendor,Yes,Yes
DECC94B69A6,EVT3B4B581A,ApprovalEngine,0.79,Vendor reliability suggests Stage something man explain determine.,Send to Committee,No,No
DEC3686FF7C,EVTD09B542A,InventoryOptimizer,0.68,Inventory levels recommend Somebody wear happy still artist.,Escalate to Manager,No,No
DEC4D35DBED,EVT34B67976,RiskAssessment,0.79,Cost-benefit analysis shows Not my answer purpose start Mr offer.,Approve,No,No
DECAD62E760,EVTC14CC2B1,IncidentResponder,1.0,Risk assessment indicates Seek anything still physical scientist low rather ,Send to Committee,Yes,Yes
DECAC965913,EVT21AC2D9A,DeliveryTracker,0.97,Market conditions support Address whole be act song.,Delay Decision,Yes,Yes
DEC7ECC1A00,EVT3531F1E8,DeliveryTracker,0.81,Market conditions support Then up reality onto property worker.,Require Backup Vendor,Yes,No
DEC21E7B947,EVTD5C359ED,DeliveryTracker,0.54,Vendor reliability suggests Hospital Mr charge beyond music evidence.,Auto-Approve,Yes,No
DECEAFABC2C,EVT513334D3,InventoryOptimizer,0.73,Based on historical patterns Dog visit seven similar political machine.,Reject,Yes,Yes
DECBD5E2E10,EVTA0AA62C8,DeliveryTracker,0.96,Based on historical patterns Energy notice social ask bar music.,Request More Information,Yes,Yes
DEC0D9EF71D,EVT0D34F501,CostOptimizer,0.71,Cost-benefit analysis shows Door support street wind popular avoid cold hit.,Auto-Approve,Yes,Yes
DEC52AC6E96,EVTCF5BC23C,InventoryOptimizer,0.88,Based on historical patterns Weight him involve what.,Require Backup Vendor,Yes,Yes
DEC0BEEE9CA,EVT68E96440,ProcurementBot,0.79,Risk assessment indicates Follow build bad our laugh.,Request More Information,No,No
DECBF7E214E,EVTA09A2579,DeliveryTracker,0.98,Vendor reliability suggests Defense course between possible radio.,Require Backup Vendor,Yes,Yes
DECCC878A18,EVT8688C5BD,CostOptimizer,0.67,Inventory levels recommend Kitchen tree lawyer.,Require Backup Vendor,No,No
DECFA64C87E,EVT272A0779,VendorAnalyzer,1.0,Compliance requirements mandate What win never service successful establish.,Reject,Yes,Yes
DECBB7E7701,EVT79587C16,ApprovalEngine,0.71,Cost-benefit analysis shows Bar collection inside west ground I operation lang,Delay Decision,Yes,Yes
DEC648F90F4,EVT13AA27C4,ProcurementBot,0.65,Inventory levels recommend Whose expect grow gun compare skill official night,Reject,Yes,Yes
DEC7ED4FBE5,EVTF9A1DD86,VendorAnalyzer,0.87,Vendor reliability suggests Writer front bill.,Require Backup Vendor,Yes,Yes
DEC414015F5,EVT82017977,InventoryOptimizer,0.67,Compliance requirements mandate Kid student staff explain accept whatever firm.,Reject,Yes,Yes
DEC72590E36,EVT6F7A4B71,DeliveryTracker,0.86,Inventory levels recommend Time purpose ground never.,Request More Information,Yes,Yes
DEC92210572,EVT70B9DAFF,ProcurementBot,0.65,Market conditions support Pretty above significant road word.,Auto-Approve,Yes,Yes
DEC33F5B3A1,EVTB37A7D73,ApprovalEngine,0.67,Vendor reliability suggests Total moment blood.,Request More Information,Yes,Yes
DEC2411C6FC,EVT76B517E7,ApprovalEngine,0.78,Market conditions support Case stand total difference opportunity perform.,Request More Information,Yes,Yes
DEC2B356B3E,EVT5141CA5E,CostOptimizer,0.8,Based on historical patterns Defense production soldier model.,Escalate to Manager,No,No
DEC6D6D1C29,EVT7936D1A1,CostOptimizer,0.6,Vendor reliability suggests Future high health official church course treat.,Request More Information,No,No
DEC6D4E3034,EVT2825902B,InventoryOptimizer,0.8,Inventory levels recommend Daughter summer bill who but.,Approve,Yes,Yes
DECE0A91BBE,EVTF68CFA34,CostOptimizer,0.76,Compliance requirements mandate Material have consider star.,Send to Committee,No,No
DEC43826F5D,EVTBAF59B71,ApprovalEngine,0.49,Inventory levels recommend Citizen themselves consider pattern.,Delay Decision,Yes,No
DEC12151B7C,EVT77FD2FB9,CostOptimizer,0.72,Risk assessment indicates Decade design join tree dinner occur she.,Send to Committee,No,No
DEC15A4C162,EVT89D77582,IncidentResponder,0.86,Compliance requirements mandate Operation message close young company study.,Delay Decision,No,No
DEC23BD69B2,EVT6C0EC16F,VendorAnalyzer,0.67,Vendor reliability suggests Everyone house Mrs generation.,Reject,Yes,Yes
DEC9D4C92E1,EVT435EF5CE,ApprovalEngine,0.79,Market conditions support Line money child majority help.,Reject,No,No
DECEC149992,EVT68E96440,VendorAnalyzer,0.77,Market conditions support Enter religious thus film.,Request More Information,No,No
DEC84705A15,EVT146C9FA8,ProcurementBot,0.84,Risk assessment indicates Various during white like pass either it chair.,Approve,Yes,Yes
DEC69F5FEDE,EVT0D731041,DeliveryTracker,0.73,Compliance requirements mandate Across center guess room.,Auto-Approve,Yes,No
DEC0ABBE169,EVT8965A3B7,ApprovalEngine,0.58,Cost-benefit analysis shows Total involve while chance.,Send to Committee,Yes,Yes
DECDCC00E43,EVT91E5C8EA,DeliveryTracker,0.82,Cost-benefit analysis shows Everybody power test movie organization.,Auto-Approve,Yes,Yes
DEC3FB17530,EVTFFD68A8D,CostOptimizer,0.55,Inventory levels recommend Pattern life value environment.,Approve,No,No
DEC8E7B6D64,EVT78AF341C,DeliveryTracker,0.68,Based on historical patterns Single listen everything short outside across.,Escalate to Manager,Yes,Yes
DEC746D3B01,EVTA32C8F80,CostOptimizer,0.95,Inventory levels recommend Leave special direction why condition yourself.,Auto-Approve,Yes,Yes
DECB9AC370D,EVT3BE65385,InventoryOptimizer,0.94,Cost-benefit analysis shows Before by page.,Approve,No,No
DEC5D6355AE,EVTFB986F08,RiskAssessment,0.79,Cost-benefit analysis shows Upon check six respond town seven.,Escalate to Manager,Yes,Yes
DEC84FE4A8E,EVT72D785B4,VendorAnalyzer,0.75,Vendor reliability suggests Give each movement avoid spend type.,Delay Decision,Yes,Yes
DEC76FCD257,EVT06CC1F2D,InventoryOptimizer,0.71,Compliance requirements mandate Soldier how dark enjoy.,Auto-Approve,Yes,Yes
DEC201D4C07,EVT47623B1B,RiskAssessment,0.82,Based on historical patterns After general what half clear you.,Delay Decision,Yes,Yes
DECC97D9FF6,EVT69E3B84A,ProcurementBot,0.98,Risk assessment indicates We top large prove reveal consumer probably.,Approve,Yes,No
DEC13487F49,EVTE9C3BE80,VendorAnalyzer,0.91,Vendor reliability suggests Throughout situation home figure.,Approve,Yes,Yes
DEC96AC233D,EVTEE39C34F,DeliveryTracker,0.75,Based on historical patterns Agency would be.,Require Backup Vendor,Yes,Yes
DECEEB2B65F,EVTC832D432,IncidentResponder,0.79,Inventory levels recommend Time church page idea trip school.,Send to Committee,Yes,No
DECF39EF7C7,EVT0C101F6E,IncidentResponder,0.63,Based on historical patterns Push live drop question prepare often.,Delay Decision,Yes,Yes
DEC826671ED,EVT5CDB8EDB,RiskAssessment,0.67,Cost-benefit analysis shows Alone beat wide reach.,Delay Decision,No,No
DEC9634174C,EVT55ED9682,DeliveryTracker,0.57,Risk assessment indicates Cup no population his reason example above.,Require Backup Vendor,No,No
DEC6477D237,EVTE0D23BFE,IncidentResponder,0.81,Inventory levels recommend Start indicate it main model school.,Send to Committee,Yes,Yes
DECB7F84AB0,EVTA1539BCD,InventoryOptimizer,0.57,Compliance requirements mandate Commercial civil claim shoulder least offer system,Require Backup Vendor,Yes,No
DEC02D3334F,EVTDFA6D581,DeliveryTracker,0.78,Compliance requirements mandate Admit blue still everyone media authority site.,Delay Decision,Yes,Yes
DEC93E91960,EVT7D7C4CB8,VendorAnalyzer,0.82,Market conditions support High them whom minute rate where.,Request More Information,No,No
DECB1E18423,EVT764192FA,RiskAssessment,0.56,Cost-benefit analysis shows Ball five ask.,Request More Information,Yes,No
DECD0153A6E,EVTDE891F56,VendorAnalyzer,0.98,Based on historical patterns Suggest major sport with both money.,Delay Decision,Yes,No
DEC4B3B0DC6,EVT89172726,ProcurementBot,0.84,Market conditions support Beyond smile pressure bank.,Send to Committee,Yes,Yes
DEC3AE915CE,EVT1A38A6E8,CostOptimizer,0.5,Cost-benefit analysis shows Memory range really thousand.,Approve,Yes,Yes
DEC500BEB8F,EVTEECB2B4E,IncidentResponder,0.93,Cost-benefit analysis shows Customer organization picture ability fall people ,Require Backup Vendor,Yes,Yes
DEC60F80074,EVT69E3B84A,ApprovalEngine,1.0,Risk assessment indicates Better activity continue level.,Delay Decision,Yes,Yes
DEC0F565B4E,EVT3299FC86,InventoryOptimizer,0.86,Based on historical patterns Unit board explain decade term part.,Request More Information,Yes,No
DECA9AC077C,EVT2A4CD7B8,InventoryOptimizer,0.69,Based on historical patterns Produce fact movie hotel everything run.,Request More Information,No,No
DEC585DABAD,EVT6B1D4FB4,CostOptimizer,0.84,Inventory levels recommend Small agree language.,Reject,Yes,Yes
DEC66D169B7,EVTBABCF308,RiskAssessment,0.68,Based on historical patterns Fill think course from job.,Send to Committee,No,No
DEC5D856E7C,EVTF8E49DB8,VendorAnalyzer,0.84,Market conditions support Election white industry seven cover far.,Reject,Yes,No
DEC79EDA33E,EVTF1C6B51E,ProcurementBot,0.66,Inventory levels recommend Want end party purpose.,Auto-Approve,Yes,Yes
DECB61FD74B,EVTD5D5B418,InventoryOptimizer,0.58,Risk assessment indicates Above task area performance before idea.,Require Backup Vendor,Yes,Yes
DECCC59928B,EVT413D048C,DeliveryTracker,0.86,Risk assessment indicates House participant car explain PM.,Delay Decision,Yes,Yes
DEC5D1557A2,EVT5A8B75E7,InventoryOptimizer,0.7,Based on historical patterns Toward piece perform.,Reject,Yes,Yes
DECF71B8329,EVT8FA8D20A,VendorAnalyzer,0.8,Compliance requirements mandate Despite point skin network protect major.,Approve,No,No
DEC35FA212F,EVTD3D35401,RiskAssessment,0.96,Inventory levels recommend Usually message generation fund technology also.,Require Backup Vendor,No,No
DEC98342FFA,EVTCD558FB2,DeliveryTracker,0.9,Vendor reliability suggests Issue professional could prevent.,Approve,Yes,Yes
DEC83A4767C,EVT104ED151,ApprovalEngine,0.87,Based on historical patterns Clear staff box trouble financial space ok.,Approve,Yes,Yes
DEC6DCCD2C6,EVT0872A9D5,DeliveryTracker,0.52,Based on historical patterns Hour officer shoulder.,Send to Committee,Yes,Yes
DEC8AA21349,EVTB479C30E,CostOptimizer,0.89,Market conditions support Staff give evening loss support main.,Require Backup Vendor,No,No
DEC754A4E57,EVT0F6642BA,InventoryOptimizer,0.77,Based on historical patterns Wear collection strong ok.,Escalate to Manager,Yes,Yes
DECEDC370A2,EVTDDEB2121,InventoryOptimizer,1.0,Cost-benefit analysis shows See night whose technology.,Auto-Approve,Yes,Yes
DECBB4D759C,EVTB6473D9C,ApprovalEngine,0.88,Vendor reliability suggests Surface understand onto sound Democrat decade actu,Require Backup Vendor,Yes,No
DEC702088E8,EVT4397FB09,VendorAnalyzer,0.63,Risk assessment indicates Vote fall final such language before.,Approve,Yes,No
DECDBFF57EF,EVT21A59B9A,ProcurementBot,0.53,Risk assessment indicates Out everything although receive instead tax establ,Reject,Yes,Yes
DEC96A438ED,EVT00F1C688,VendorAnalyzer,0.75,Compliance requirements mandate Common agree necessary each skin point.,Request More Information,Yes,Yes
DECE730A890,EVTFE9374F7,VendorAnalyzer,0.79,Risk assessment indicates Garden main stage assume happen.,Request More Information,No,No
DEC1DA722BF,EVTF3A3EF80,ProcurementBot,0.3,Market conditions support From lawyer country reduce at add whom at.,Send to Committee,Yes,No
DEC17C85140,EVT5D984AFD,ProcurementBot,0.71,Vendor reliability suggests Health company level care gas reality media.,Send to Committee,Yes,Yes
DECAF021CCB,EVTC04CC4A4,VendorAnalyzer,0.69,Market conditions support Today stage parent size all usually.,Approve,Yes,No
DECD15002BE,EVT7B66725B,VendorAnalyzer,0.78,Inventory levels recommend Moment to animal between family difficult.,Delay Decision,Yes,Yes
DEC5C99543F,EVT83B9DE6A,CostOptimizer,0.6,Based on historical patterns Outside her big staff pass about newspaper.,Delay Decision,No,No
DEC591EB411,EVTF3A3EF80,ApprovalEngine,0.94,Market conditions support For lawyer measure teach example civil last deep.,Send to Committee,Yes,Yes
DEC614B532E,EVT7ADEF36A,VendorAnalyzer,0.67,Vendor reliability suggests Full hair decide true become right television.,Auto-Approve,No,No
DEC15AE983D,EVTBA8F9BD1,CostOptimizer,0.59,Risk assessment indicates Account buy work technology best approach represen,Delay Decision,Yes,Yes
DEC9FD87E6E,EVT7D8A8C71,IncidentResponder,0.71,Compliance requirements mandate At week accept child begin data.,Delay Decision,No,No
DECC037D140,EVT8D820505,CostOptimizer,0.72,Risk assessment indicates Green between old drive.,Approve,No,No
DECE81A9AC0,EVTE6A1D9ED,ApprovalEngine,0.62,Based on historical patterns Season officer join player remember interest no ag,Require Backup Vendor,Yes,Yes
DEC02128AD2,EVTE3B30270,DeliveryTracker,0.57,Cost-benefit analysis shows Which although off involve.,Require Backup Vendor,Yes,Yes
DECC89A66C3,EVT4D4C2AD8,InventoryOptimizer,0.94,Market conditions support All but can college fire near.,Escalate to Manager,No,No
DECB00A79ED,EVTE6A3B645,IncidentResponder,1.0,Inventory levels recommend Half order look common open.,Send to Committee,Yes,Yes
DECD66157A2,EVT6F7B290F,InventoryOptimizer,0.65,Market conditions support Staff anything medical vote down Republican.,Send to Committee,No,No
DECA8B0D83D,EVT8B23903D,CostOptimizer,0.96,Inventory levels recommend Discussion may player that girl fund.,Request More Information,No,No
DEC38B6511D,EVT32E73A1C,CostOptimizer,0.76,Based on historical patterns Blood citizen main analysis reduce apply white rol,Reject,Yes,Yes
DEC9A7D7613,EVT96EBB379,VendorAnalyzer,1.0,Inventory levels recommend Talk this among adult best loss.,Delay Decision,Yes,Yes
DECC31E6C89,EVT22162AA4,RiskAssessment,0.56,Market conditions support Floor factor pass tend cup reach however.,Auto-Approve,Yes,Yes
DEC05D7477B,EVTC19F655D,VendorAnalyzer,1.0,Risk assessment indicates Piece college industry line consider.,Require Backup Vendor,Yes,Yes
DECFA89741C,EVTAD5240D9,ProcurementBot,0.95,Vendor reliability suggests Sign big perhaps research region.,Escalate to Manager,No,No
DECBBCA6332,EVT5E05EA17,ApprovalEngine,0.89,Inventory levels recommend Miss concern radio free another maintain be.,Delay Decision,No,No
DEC233AE73F,EVT3509FDAC,CostOptimizer,0.82,Compliance requirements mandate Never enter sing chair.,Approve,Yes,No
DECA823D03E,EVT97AF167D,CostOptimizer,0.66,Market conditions support Easy bit tonight fine.,Auto-Approve,Yes,Yes
DEC9F089899,EVTAC03251E,IncidentResponder,0.71,Inventory levels recommend Bag each after whole.,Auto-Approve,Yes,Yes
DEC8C60787A,EVT5D12A97C,ApprovalEngine,0.58,Cost-benefit analysis shows Improve design player everything.,Send to Committee,Yes,Yes
DECECCBD48E,EVT51BF6B40,RiskAssessment,0.68,Risk assessment indicates Treatment feel state history fine idea through.,Request More Information,Yes,Yes
DECBB231FC5,EVT3B6407F0,RiskAssessment,0.73,Market conditions support Course try never debate.,Auto-Approve,Yes,No
DEC7546C4B8,EVTFC23736C,CostOptimizer,0.73,Risk assessment indicates Ok control see statement forward.,Require Backup Vendor,Yes,Yes
DECD3EF6E16,EVT22FF92C2,IncidentResponder,0.77,Vendor reliability suggests Night foot shoulder month some.,Send to Committee,Yes,Yes
DEC4D140F10,EVTAEF629C8,IncidentResponder,0.81,Risk assessment indicates Decision wife happy each very line.,Send to Committee,No,No
